[2025-10-30 09:17:51][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 09:18:39][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 09:18:41][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 09:18:54][INFO] New enquiry for Curd from jaisai@gmail.com | IP: 127.0.0.1
[2025-10-30 09:20:00][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 09:20:05][INFO] Viewed catalog item: Milk | IP: 127.0.0.1
[2025-10-30 09:20:12][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 09:20:16][INFO] Viewed catalog item: Testz | IP: 127.0.0.1
[2025-10-30 09:33:00][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 09:51:17][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 10:02:05][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 10:08:19][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 10:35:38][INFO] New order placed: Order ID 2, Email musthafa.shaik@gmai.com | IP: 127.0.0.1
[2025-10-30 10:36:32][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 10:36:57][INFO] Viewed catalog item: Milk | IP: 127.0.0.1
[2025-10-30 10:37:51][INFO] New order placed: Order ID 3, Email Chaitanya@gmail.com | IP: 127.0.0.1
[2025-10-30 10:38:38][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 10:42:43][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 10:43:14][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 10:43:32][INFO] New order placed: Order ID 4, Email Chaitanya@gmail.com | IP: 127.0.0.1
[2025-10-30 10:48:28][INFO] New order placed: Order ID 5, Email Chaitanya@gmail.com | IP: 127.0.0.1
[2025-10-30 10:49:18][INFO] Viewed catalog item: Milk | IP: 127.0.0.1
[2025-10-30 10:50:14][INFO] New order placed: Order ID 6, Email musthafa.shaik@gmai.com | IP: 127.0.0.1
[2025-10-30 10:53:45][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 11:04:42][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 11:09:33][INFO] New order placed: Order ID 7, Email sai258@gmail.com, Payment: card | IP: 127.0.0.1
[2025-10-30 11:09:38][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 11:16:33][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 11:16:34][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 11:16:43][INFO] Viewed catalog item: Test1 | IP: 127.0.0.1
[2025-10-30 11:16:58][INFO] Order created: ID 8, Payment: cod, Total: $150 | IP: 127.0.0.1
[2025-10-30 11:27:36][INFO] Viewed catalog item: Curd | IP: 127.0.0.1
[2025-10-30 11:27:52][INFO] Order created: ID 9, Payment: cod, Total: $20 | IP: 127.0.0.1
[2025-10-30 11:30:43][INFO] Viewed catalog item: TestA | IP: 127.0.0.1
